0xffffff80086e1f7c: sub	sp, sp, #0xd0
0xffffff80086e40fc: cbz	x20, #0xffffff80086e4134
0xffffff80086e4100: add	x2, sp, #4
0xffffff80086e4104: mov	x0, x8
0xffffff80086e4108: mov	w1, wzr
0xffffff80086e410c: bl	#0xffffff80083c2b54
0xffffff80086e4110: mov	w8, w0
0xffffff80086e4114: mov	x0, #-0x16
0xffffff80086e4118: cbnz	w8, #0xffffff80086e4138
0xffffff80086e411c: ldr	w8, [sp, #4]
0xffffff80086e4120: cmp	w8, #1
0xffffff80086e4124: b.lt	#0xffffff80086e4138
0xffffff80086e4128: mov	x0, x19
0xffffff80086e412c: str	w8, [x20, #0x650]
0xffffff80086e4130: b	#0xffffff80086e4138
0xffffff80086e4134: mov	x0, #-0x13
0xffffff80086e4138: adrp	x9, #0xffffff80096d3000
0xffffff80086e413c: ldr	x8, [sp, #8]
0xffffff80086e4140: ldr	x9, [x9, #0xa48]
0xffffff80086e4144: cmp	x9, x8
0xffffff80086e4148: b.ne	#0xffffff80086e415c
0xffffff80086e414c: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4150: ldp	x20, x19, [sp, #0x10]
0xffffff80086e4154: add	sp, sp, #0x30
0xffffff80086e4158: ret	
0xffffff80086e415c: bl	#0xffffff80080a3ba4
0xffffff80086e4160: ldr	x8, [x0, #0xa0]
0xffffff80086e4164: cbz	x8, #0xffffff80086e41f8
0xffffff80086e4168: ldr	w9, [x8, #0x18ac]
0xffffff80086e416c: mov	w12, #0x6956
0xffffff80086e4170: mov	w13, #0xffff
0xffffff80086e4174: mov	w14, #0xf00f
0xffffff80086e4178: lsr	w7, w9, #0x10
0xffffff80086e417c: lsr	w15, w9, #0x1c
0xffffff80086e4180: cmp	w7, w12
0xffffff80086e4184: cset	w12, ne
0xffffff80086e4188: cmp	w15, #0
0xffffff80086e418c: cset	w15, ne
0xffffff80086e4190: tst	w15, w12
0xffffff80086e4194: adrp	x3, #0xffffff8008fcf000
0xffffff80086e4198: csel	w14, w14, w13, ne
0xffffff80086e419c: adrp	x13, #0xffffff8008d69000
0xffffff80086e41a0: mov	x10, xzr
0xffffff80086e41a4: mov	x11, xzr
0xffffff80086e41a8: and	w12, w15, w12
0xffffff80086e41ac: add	x3, x3, #0x40e
0xffffff80086e41b0: add	x13, x13, #0x4a0
0xffffff80086e41b4: cmp	x10, #0
0xffffff80086e41b8: sub	x15, x11, #1
0xffffff80086e41bc: cset	w16, ne
0xffffff80086e41c0: cmp	x15, #6
0xffffff80086e41c4: cset	w15, hi
0xffffff80086e41c8: and	w15, w16, w15
0xffffff80086e41cc: cmp	w12, w15
0xffffff80086e41d0: b.ne	#0xffffff80086e41e4
0xffffff80086e41d4: ldr	w15, [x13, x10]
0xffffff80086e41d8: eor	w15, w15, w7
0xffffff80086e41dc: tst	w15, w14
0xffffff80086e41e0: b.eq	#0xffffff80086e4200
0xffffff80086e41e4: add	x11, x11, #1
0xffffff80086e41e8: cmp	x11, #0xe
0xffffff80086e41ec: add	x10, x10, #0x10
0xffffff80086e41f0: b.lo	#0xffffff80086e41b4
0xffffff80086e41f4: b	#0xffffff80086e4208
0xffffff80086e41f8: mov	x0, #-0x13
0xffffff80086e41fc: ret	
0xffffff80086e4200: add	x10, x13, x10
0xffffff80086e4204: ldr	x3, [x10, #8]
0xffffff80086e4208: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e420c: mov	w10, #0x17a8
0xffffff80086e4210: ldrb	w4, [x8, x10]
0xffffff80086e4214: adrp	x8, #0xffffff8008fcf000
0xffffff80086e4218: add	x8, x8, #0x421
0xffffff80086e421c: ubfx	w5, w9, #0xc, #4
0xffffff80086e4220: ubfx	w6, w9, #4, #8
0xffffff80086e4224: mov	w1, #0x1000
0xffffff80086e4228: mov	x0, x2
0xffffff80086e422c: mov	x2, x8
0xffffff80086e4230: mov	x29, sp
0xffffff80086e4234: bl	#0xffffff80083b2570
0xffffff80086e4238: sxtw	x0, w0
0xffffff80086e423c: ldp	x29, x30, [sp], #0x10
0xffffff80086e4240: ret	
0xffffff80086e4244: ldr	x8, [x0, #0xa0]
0xffffff80086e4248: cbz	x8, #0xffffff80086e427c
0xffffff80086e424c: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4250: ldr	w3, [x8, #0x140]
0xffffff80086e4254: adrp	x8, #0xffffff80090b9000
0xffffff80086e4258: add	x8, x8, #0x60b
0xffffff80086e425c: mov	w1, #0x1000
0xffffff80086e4260: mov	x0, x2
0xffffff80086e4264: mov	x2, x8
0xffffff80086e4268: mov	x29, sp
0xffffff80086e426c: bl	#0xffffff80083b2570
0xffffff80086e4270: sxtw	x0, w0
0xffffff80086e4274: ldp	x29, x30, [sp], #0x10
0xffffff80086e4278: ret	
0xffffff80086e427c: mov	x0, #-0x13
0xffffff80086e4280: ret	
0xffffff80086e4284: sub	sp, sp, #0x30
0xffffff80086e4288: adrp	x8, #0xffffff80096d3000
0xffffff80086e428c: ldr	x8, [x8, #0xa48]
0xffffff80086e4290: stp	x20, x19, [sp, #0x10]
0xffffff80086e4294: stp	x29, x30, [sp, #0x20]
0xffffff80086e4298: mov	x19, x3
0xffffff80086e429c: str	x8, [sp, #8]
0xffffff80086e42a0: ldr	x20, [x0, #0xa0]
0xffffff80086e42a4: mov	x8, x2
0xffffff80086e42a8: add	x29, sp, #0x20
0xffffff80086e42ac: cbz	x20, #0xffffff80086e4300
0xffffff80086e42b0: add	x2, sp, #4
0xffffff80086e42b4: mov	x0, x8
0xffffff80086e42b8: mov	w1, wzr
0xffffff80086e42bc: bl	#0xffffff80083c2b54
0xffffff80086e42c0: cbnz	w0, #0xffffff80086e4308
0xffffff80086e42c4: ldr	w3, [sp, #4]
0xffffff80086e42c8: cmp	w3, #0
0xffffff80086e42cc: b.le	#0xffffff80086e4308
0xffffff80086e42d0: adrp	x8, #0xffffff8009837000
0xffffff80086e42d4: str	w3, [x20, #0x140]
0xffffff80086e42d8: add	x8, x8, #0xe00
0xffffff80086e42dc: ldrb	w8, [x8, #0x22]
0xffffff80086e42e0: tbz	w8, #2, #0xffffff80086e431c
0xffffff80086e42e4: ldr	x1, [x20, #0x20]
0xffffff80086e42e8: adrp	x0, #0xffffff8009837000
0xffffff80086e42ec: adrp	x2, #0xffffff8008fcf000
0xffffff80086e42f0: add	x0, x0, #0xe00
0xffffff80086e42f4: add	x2, x2, #0x497
0xffffff80086e42f8: bl	#0xffffff80083d5eec
0xffffff80086e42fc: b	#0xffffff80086e431c
0xffffff80086e4300: mov	x19, #-0x13
0xffffff80086e4304: b	#0xffffff80086e431c
0xffffff80086e4308: ldr	x0, [x20, #0x20]
0xffffff80086e430c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4310: add	x1, x1, #0x43c
0xffffff80086e4314: bl	#0xffffff80084332ac
0xffffff80086e4318: mov	x19, #-0x16
0xffffff80086e431c: adrp	x9, #0xffffff80096d3000
0xffffff80086e4320: ldr	x8, [sp, #8]
0xffffff80086e4324: ldr	x9, [x9, #0xa48]
0xffffff80086e4328: cmp	x9, x8
0xffffff80086e432c: b.ne	#0xffffff80086e4344
0xffffff80086e4330: mov	x0, x19
0xffffff80086e4334: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4338: ldp	x20, x19, [sp, #0x10]
0xffffff80086e433c: add	sp, sp, #0x30
0xffffff80086e4340: ret	
0xffffff80086e4344: bl	#0xffffff80080a3ba4
0xffffff80086e4348: ldr	x8, [x0, #0xa0]
0xffffff80086e434c: cbz	x8, #0xffffff80086e4388
0xffffff80086e4350: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4354: ldr	x3, [x8, #0x148]
0xffffff80086e4358: ldr	w4, [x8, #0x150]
0xffffff80086e435c: ldr	w5, [x8, #0x154]
0xffffff80086e4360: adrp	x8, #0xffffff8008fcf000
0xffffff80086e4364: add	x8, x8, #0x4b6
0xffffff80086e4368: mov	w1, #0x1000
0xffffff80086e436c: mov	x0, x2
0xffffff80086e4370: mov	x2, x8
0xffffff80086e4374: mov	x29, sp
0xffffff80086e4378: bl	#0xffffff80083b2570
0xffffff80086e437c: sxtw	x0, w0
0xffffff80086e4380: ldp	x29, x30, [sp], #0x10
0xffffff80086e4384: ret	
0xffffff80086e4388: mov	x0, #-0x13
0xffffff80086e438c: ret	
0xffffff80086e4390: sub	sp, sp, #0x40
0xffffff80086e4394: adrp	x8, #0xffffff80096d3000
0xffffff80086e4398: ldr	x8, [x8, #0xa48]
0xffffff80086e439c: stp	x20, x19, [sp, #0x20]
0xffffff80086e43a0: stp	x29, x30, [sp, #0x30]
0xffffff80086e43a4: mov	x19, x3
0xffffff80086e43a8: str	x8, [sp, #0x18]
0xffffff80086e43ac: ldr	x20, [x0, #0xa0]
0xffffff80086e43b0: mov	x8, x2
0xffffff80086e43b4: add	x29, sp, #0x30
0xffffff80086e43b8: cbz	x20, #0xffffff80086e43fc
0xffffff80086e43bc: adrp	x1, #0xffffff8008fcf000
0xffffff80086e43c0: add	x1, x1, #0x4c2
0xffffff80086e43c4: add	x2, sp, #0x10
0xffffff80086e43c8: add	x3, sp, #0xc
0xffffff80086e43cc: add	x4, sp, #8
0xffffff80086e43d0: mov	x0, x8
0xffffff80086e43d4: bl	#0xffffff80083b34e8
0xffffff80086e43d8: cmp	w0, #3
0xffffff80086e43dc: b.ne	#0xffffff80086e4404
0xffffff80086e43e0: ldr	x8, [sp, #0x10]
0xffffff80086e43e4: str	x8, [x20, #0x148]
0xffffff80086e43e8: ldr	w8, [sp, #0xc]
0xffffff80086e43ec: str	w8, [x20, #0x150]
0xffffff80086e43f0: ldr	w8, [sp, #8]
0xffffff80086e43f4: str	w8, [x20, #0x154]
0xffffff80086e43f8: b	#0xffffff80086e4418
0xffffff80086e43fc: mov	x19, #-0x13
0xffffff80086e4400: b	#0xffffff80086e4418
0xffffff80086e4404: ldr	x0, [x20, #0x20]
0xffffff80086e4408: adrp	x1, #0xffffff8008fcf000
0xffffff80086e440c: add	x1, x1, #0x4cd
0xffffff80086e4410: bl	#0xffffff80084332ac
0xffffff80086e4414: mov	x19, #-0x16
0xffffff80086e4418: adrp	x9, #0xffffff80096d3000
0xffffff80086e441c: ldr	x8, [sp, #0x18]
0xffffff80086e4420: ldr	x9, [x9, #0xa48]
0xffffff80086e4424: cmp	x9, x8
0xffffff80086e4428: b.ne	#0xffffff80086e4440
0xffffff80086e442c: mov	x0, x19
0xffffff80086e4430: ldp	x29, x30, [sp, #0x30]
0xffffff80086e4434: ldp	x20, x19, [sp, #0x20]
0xffffff80086e4438: add	sp, sp, #0x40
0xffffff80086e443c: ret	
0xffffff80086e4440: bl	#0xffffff80080a3ba4
0xffffff80086e4444: ldr	x8, [x0, #0xa0]
0xffffff80086e4448: cbz	x8, #0xffffff80086e447c
0xffffff80086e444c: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4450: ldr	w3, [x8, #0x1ad0]
0xffffff80086e4454: adrp	x8, #0xffffff80090b9000
0xffffff80086e4458: add	x8, x8, #0x60b
0xffffff80086e445c: mov	w1, #0x1000
0xffffff80086e4460: mov	x0, x2
0xffffff80086e4464: mov	x2, x8
0xffffff80086e4468: mov	x29, sp
0xffffff80086e446c: bl	#0xffffff80083b2570
0xffffff80086e4470: sxtw	x0, w0
0xffffff80086e4474: ldp	x29, x30, [sp], #0x10
0xffffff80086e4478: ret	
0xffffff80086e447c: mov	x0, #-0x13
0xffffff80086e4480: ret	
0xffffff80086e4484: sub	sp, sp, #0x30
0xffffff80086e4488: adrp	x8, #0xffffff80096d3000
0xffffff80086e448c: ldr	x8, [x8, #0xa48]
0xffffff80086e4490: stp	x20, x19, [sp, #0x10]
0xffffff80086e4494: stp	x29, x30, [sp, #0x20]
0xffffff80086e4498: mov	x19, x3
0xffffff80086e449c: str	x8, [sp, #8]
0xffffff80086e44a0: ldr	x20, [x0, #0xa0]
0xffffff80086e44a4: mov	x8, x2
0xffffff80086e44a8: add	x29, sp, #0x20
0xffffff80086e44ac: cbz	x20, #0xffffff80086e4500
0xffffff80086e44b0: add	x2, sp, #4
0xffffff80086e44b4: mov	x0, x8
0xffffff80086e44b8: mov	w1, wzr
0xffffff80086e44bc: bl	#0xffffff80083c2b54
0xffffff80086e44c0: cbnz	w0, #0xffffff80086e4508
0xffffff80086e44c4: ldr	w3, [sp, #4]
0xffffff80086e44c8: cmp	w3, #0
0xffffff80086e44cc: b.le	#0xffffff80086e4508
0xffffff80086e44d0: adrp	x8, #0xffffff8009837000
0xffffff80086e44d4: str	w3, [x20, #0x1ad0]
0xffffff80086e44d8: add	x8, x8, #0xe28
0xffffff80086e44dc: ldrb	w8, [x8, #0x22]
0xffffff80086e44e0: tbz	w8, #2, #0xffffff80086e451c
0xffffff80086e44e4: ldr	x1, [x20, #0x20]
0xffffff80086e44e8: adrp	x0, #0xffffff8009837000
0xffffff80086e44ec: adrp	x2, #0xffffff8008fcf000
0xffffff80086e44f0: add	x0, x0, #0xe28
0xffffff80086e44f4: add	x2, x2, #0x5ac
0xffffff80086e44f8: bl	#0xffffff80083d5eec
0xffffff80086e44fc: b	#0xffffff80086e451c
0xffffff80086e4500: mov	x19, #-0x13
0xffffff80086e4504: b	#0xffffff80086e451c
0xffffff80086e4508: ldr	x0, [x20, #0x20]
0xffffff80086e450c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4510: add	x1, x1, #0x54b
0xffffff80086e4514: bl	#0xffffff80084332ac
0xffffff80086e4518: mov	x19, #-0x16
0xffffff80086e451c: adrp	x9, #0xffffff80096d3000
0xffffff80086e4520: ldr	x8, [sp, #8]
0xffffff80086e4524: ldr	x9, [x9, #0xa48]
0xffffff80086e4528: cmp	x9, x8
0xffffff80086e452c: b.ne	#0xffffff80086e4544
0xffffff80086e4530: mov	x0, x19
0xffffff80086e4534: ldp	x29, x30, [sp, #0x20]
0xffffff80086e4538: ldp	x20, x19, [sp, #0x10]
0xffffff80086e453c: add	sp, sp, #0x30
0xffffff80086e4540: ret	
0xffffff80086e4544: bl	#0xffffff80080a3ba4
0xffffff80086e4548: ldr	x8, [x0, #0xa0]
0xffffff80086e454c: cbz	x8, #0xffffff80086e4590
0xffffff80086e4550: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e4554: ldr	w8, [x8, #0x628]
0xffffff80086e4558: mov	w9, #0xde83
0xffffff80086e455c: movk	w9, #0x431b, lsl #16
0xffffff80086e4560: mov	w1, #0x1000
0xffffff80086e4564: mul	x8, x8, x9
0xffffff80086e4568: lsr	x3, x8, #0x32
0xffffff80086e456c: adrp	x8, #0xffffff80090b9000
0xffffff80086e4570: add	x8, x8, #0x60b
0xffffff80086e4574: mov	x0, x2
0xffffff80086e4578: mov	x2, x8
0xffffff80086e457c: mov	x29, sp
0xffffff80086e4580: bl	#0xffffff80083b2570
0xffffff80086e4584: sxtw	x0, w0
0xffffff80086e4588: ldp	x29, x30, [sp], #0x10
0xffffff80086e458c: ret	
0xffffff80086e4590: mov	x0, #-0x13
0xffffff80086e4594: ret	
0xffffff80086e4598: sub	sp, sp, #0x50
0xffffff80086e459c: adrp	x8, #0xffffff80096d3000
0xffffff80086e45a0: ldr	x8, [x8, #0xa48]
0xffffff80086e45a4: stp	x24, x23, [sp, #0x10]
0xffffff80086e45a8: stp	x22, x21, [sp, #0x20]
0xffffff80086e45ac: stp	x20, x19, [sp, #0x30]
0xffffff80086e45b0: stp	x29, x30, [sp, #0x40]
0xffffff80086e45b4: str	x8, [sp, #8]
0xffffff80086e45b8: ldr	x20, [x0, #0xa0]
0xffffff80086e45bc: mov	x19, x3
0xffffff80086e45c0: mov	x8, x2
0xffffff80086e45c4: add	x29, sp, #0x40
0xffffff80086e45c8: cbz	x20, #0xffffff80086e4728
0xffffff80086e45cc: add	x2, sp, #4
0xffffff80086e45d0: mov	x0, x8
0xffffff80086e45d4: mov	w1, wzr
0xffffff80086e45d8: bl	#0xffffff80083c2ae4
0xffffff80086e45dc: cbnz	w0, #0xffffff80086e4730
0xffffff80086e45e0: ldr	w8, [sp, #4]
0xffffff80086e45e4: cbz	w8, #0xffffff80086e4730
0xffffff80086e45e8: mov	w9, #0x4240
0xffffff80086e45ec: add	x21, x20, #0x490
0xffffff80086e45f0: movk	w9, #0xf, lsl #16
0xffffff80086e45f4: mov	x0, x21
0xffffff80086e45f8: mul	w24, w8, w9
0xffffff80086e45fc: bl	#0xffffff8008ca8158
0xffffff80086e4600: mov	w8, #0x1d70
0xffffff80086e4604: add	x22, x20, x8
0xffffff80086e4608: mov	x0, x22
0xffffff80086e460c: bl	#0xffffff8008cab270
0xffffff80086e4610: ldr	w8, [x20, #0x628]
0xffffff80086e4614: ldr	w9, [x20, #0x62c]
0xffffff80086e4618: ldr	w10, [x20, #0x630]
0xffffff80086e461c: ldr	w11, [x20, #0x634]
0xffffff80086e4620: ldr	w12, [x20, #0x638]
0xffffff80086e4624: mul	x9, x9, x8
0xffffff80086e4628: cmp	x9, x24
0xffffff80086e462c: udiv	x9, x9, x24
0xffffff80086e4630: mul	x10, x10, x8
0xffffff80086e4634: csinc	w9, w9, wzr, hs
0xffffff80086e4638: str	w9, [x20, #0x62c]
0xffffff80086e463c: cmp	x10, x24
0xffffff80086e4640: udiv	x9, x10, x24
0xffffff80086e4644: ldr	w13, [x20, #0x63c]
0xffffff80086e4648: mul	x11, x11, x8
0xffffff80086e464c: csinc	w9, w9, wzr, hs
0xffffff80086e4650: str	w9, [x20, #0x630]
0xffffff80086e4654: cmp	x11, x24
0xffffff80086e4658: udiv	x9, x11, x24
0xffffff80086e465c: ldr	w14, [x20, #0x640]
0xffffff80086e4660: mul	x12, x12, x8
0xffffff80086e4664: csinc	w9, w9, wzr, hs
0xffffff80086e4668: ldr	w15, [x20, #0x644]
0xffffff80086e466c: str	w9, [x20, #0x634]
0xffffff80086e4670: cmp	x12, x24
0xffffff80086e4674: udiv	x9, x12, x24
0xffffff80086e4678: ldr	w16, [x20, #0x648]
0xffffff80086e467c: mul	x13, x13, x8
0xffffff80086e4680: csinc	w9, w9, wzr, hs
0xffffff80086e4684: str	w9, [x20, #0x638]
0xffffff80086e4688: cmp	x13, x24
0xffffff80086e468c: udiv	x9, x13, x24
0xffffff80086e4690: mul	x14, x14, x8
0xffffff80086e4694: csinc	w9, w9, wzr, hs
0xffffff80086e4698: mul	x15, x15, x8
0xffffff80086e469c: str	w9, [x20, #0x63c]
0xffffff80086e46a0: cmp	x14, x24
0xffffff80086e46a4: udiv	x9, x14, x24
0xffffff80086e46a8: mul	x8, x16, x8
0xffffff80086e46ac: csinc	w9, w9, wzr, hs
0xffffff80086e46b0: cmp	x15, x24
0xffffff80086e46b4: udiv	x10, x15, x24
0xffffff80086e46b8: str	w9, [x20, #0x640]
0xffffff80086e46bc: udiv	x9, x8, x24
0xffffff80086e46c0: csinc	w10, w10, wzr, hs
0xffffff80086e46c4: cmp	x8, x24
0xffffff80086e46c8: mov	x23, x0
0xffffff80086e46cc: csinc	w8, w9, wzr, hs
0xffffff80086e46d0: mov	x0, x20
0xffffff80086e46d4: str	w10, [x20, #0x644]
0xffffff80086e46d8: str	w8, [x20, #0x648]
0xffffff80086e46dc: str	w24, [x20, #0x628]
0xffffff80086e46e0: bl	#0xffffff80086d26f0
0xffffff80086e46e4: mov	x0, x22
0xffffff80086e46e8: mov	x1, x23
0xffffff80086e46ec: bl	#0xffffff8008cab44c
0xffffff80086e46f0: mov	x0, x21
0xffffff80086e46f4: bl	#0xffffff8008ca83d0
0xffffff80086e46f8: adrp	x8, #0xffffff8009837000
0xffffff80086e46fc: add	x8, x8, #0xe50
0xffffff80086e4700: ldrb	w8, [x8, #0x22]
0xffffff80086e4704: tbz	w8, #2, #0xffffff80086e4744
0xffffff80086e4708: ldr	x1, [x20, #0x20]
0xffffff80086e470c: ldr	w3, [sp, #4]
0xffffff80086e4710: adrp	x0, #0xffffff8009837000
0xffffff80086e4714: adrp	x2, #0xffffff8008fcf000
0xffffff80086e4718: add	x0, x0, #0xe50
0xffffff80086e471c: add	x2, x2, #0x637
0xffffff80086e4720: bl	#0xffffff80083d5eec
0xffffff80086e4724: b	#0xffffff80086e4744
0xffffff80086e4728: mov	x19, #-0x13
0xffffff80086e472c: b	#0xffffff80086e4744
0xffffff80086e4730: ldr	x0, [x20, #0x20]
0xffffff80086e4734: adrp	x1, #0xffffff8008fcf000
0xffffff80086e4738: add	x1, x1, #0x5c1
0xffffff80086e473c: bl	#0xffffff80084332ac
0xffffff80086e4740: mov	x19, #-0x16
0xffffff80086e4744: adrp	x9, #0xffffff80096d3000
0xffffff80086e4748: ldr	x8, [sp, #8]
0xffffff80086e474c: ldr	x9, [x9, #0xa48]
0xffffff80086e4750: cmp	x9, x8
0xffffff80086e4754: b.ne	#0xffffff80086e4774
0xffffff80086e4758: mov	x0, x19
0xffffff80086e475c: ldp	x29, x30, [sp, #0x40]
0xffffff80086e4760: ldp	x20, x19, [sp, #0x30]
0xffffff80086e4764: ldp	x22, x21, [sp, #0x20]
0xffffff80086e4768: ldp	x24, x23, [sp, #0x10]
0xffffff80086e476c: add	sp, sp, #0x50
0xffffff80086e4770: ret	
0xffffff80086e4774: bl	#0xffffff80080a3ba4
0xffffff80086e4778: sub	sp, sp, #0x60
0xffffff80086e477c: adrp	x8, #0xffffff80096d3000
0xffffff80086e4780: ldr	x8, [x8, #0xa48]
0xffffff80086e4784: stp	x26, x25, [sp, #0x10]
0xffffff80086e4788: stp	x24, x23, [sp, #0x20]
0xffffff80086e478c: stp	x22, x21, [sp, #0x30]
0xffffff80086e4790: stp	x20, x19, [sp, #0x40]
0xffffff80086e4794: stp	x29, x30, [sp, #0x50]
0xffffff80086e4798: str	x8, [sp, #8]
0xffffff80086e479c: ldr	x0, [x0, #0xa0]
0xffffff80086e47a0: mov	x19, x2
0xffffff80086e47a4: add	x29, sp, #0x50
0xffffff80086e47a8: cbz	x0, #0xffffff80086e4834
0xffffff80086e47ac: bl	#0xffffff80086fdd94
0xffffff80086e47b0: mov	x20, x0
0xffffff80086e47b4: mov	x0, sp
0xffffff80086e47b8: bl	#0xffffff80086fdd7c
0xffffff80086e47bc: cmp	w0, #1
0xffffff80086e47c0: b.lt	#0xffffff80086e483c
0xffffff80086e47c4: adrp	x25, #0xffffff8009028000
0xffffff80086e47c8: adrp	x26, #0xffffff8008f23000
0xffffff80086e47cc: mov	x22, xzr
0xffffff80086e47d0: mov	x21, xzr
0xffffff80086e47d4: sxtw	x23, w0
0xffffff80086e47d8: mov	w24, #0x1000
0xffffff80086e47dc: add	x25, x25, #0x3dc
0xffffff80086e47e0: add	x26, x26, #0xef5
0xffffff80086e47e4: ldr	x8, [sp]
0xffffff80086e47e8: add	x0, x19, x21
0xffffff80086e47ec: sub	x1, x24, x21
0xffffff80086e47f0: ldr	x8, [x8, x22, lsl #3]
0xffffff80086e47f4: ldr	x3, [x8]
0xffffff80086e47f8: cmp	x8, x20
0xffffff80086e47fc: csel	x2, x26, x25, eq
0xffffff80086e4800: bl	#0xffffff80083b2570
0xffffff80086e4804: add	x22, x22, #1
0xffffff80086e4808: cmp	x22, x23
0xffffff80086e480c: add	x21, x21, w0, sxtw
0xffffff80086e4810: b.ge	#0xffffff80086e481c
0xffffff80086e4814: cmp	x21, #1, lsl #12
0xffffff80086e4818: b.lo	#0xffffff80086e47e4
0xffffff80086e481c: cmp	x21, #0xffe
0xffffff80086e4820: b.ls	#0xffffff80086e4840
0xffffff80086e4824: mov	w8, #0xa
0xffffff80086e4828: mov	w0, #0xfff
0xffffff80086e482c: strh	w8, [x19, #0xffe]
0xffffff80086e4830: b	#0xffffff80086e485c
0xffffff80086e4834: mov	x0, #-0x13
0xffffff80086e4838: b	#0xffffff80086e485c
0xffffff80086e483c: mov	x21, xzr
0xffffff80086e4840: mov	w8, #0x1000
0xffffff80086e4844: adrp	x2, #0xffffff8009061000
0xffffff80086e4848: add	x0, x19, x21
0xffffff80086e484c: sub	x1, x8, x21
0xffffff80086e4850: add	x2, x2, #0xd9d
0xffffff80086e4854: bl	#0xffffff80083b2570
0xffffff80086e4858: add	x0, x21, w0, sxtw
0xffffff80086e485c: adrp	x9, #0xffffff80096d3000
0xffffff80086e4860: ldr	x8, [sp, #8]
0xffffff80086e4864: ldr	x9, [x9, #0xa48]
0xffffff80086e4868: cmp	x9, x8
0xffffff80086e486c: b.ne	#0xffffff80086e488c
0xffffff80086e4870: ldp	x29, x30, [sp, #0x50]
0xffffff80086e4874: ldp	x20, x19, [sp, #0x40]
0xffffff80086e4878: ldp	x22, x21, [sp, #0x30]
0xffffff80086e487c: ldp	x24, x23, [sp, #0x20]
0xffffff80086e4880: ldp	x26, x25, [sp, #0x10]
0xffffff80086e4884: add	sp, sp, #0x60
0xffffff80086e4888: ret	
0xffffff80086e488c: bl	#0xffffff80080a3ba4
0xffffff80086e4890: sub	sp, sp, #0x50
0xffffff80086e4894: adrp	x8, #0xffffff80096d3000
0xffffff80086e4898: ldr	x8, [x8, #0xa48]
0xffffff80086e489c: stp	x24, x23, [sp, #0x10]
0xffffff80086e48a0: stp	x22, x21, [sp, #0x20]
0xffffff80086e48a4: stp	x20, x19, [sp, #0x30]
0xffffff80086e48a8: stp	x29, x30, [sp, #0x40]
0xffffff80086e48ac: mov	x20, x0
0xffffff80086e48b0: str	x8, [sp, #8]
0xffffff80086e48b4: ldr	x21, [x20, #0xa0]
0xffffff80086e48b8: mov	x19, x3
0xffffff80086e48bc: mov	x22, x2
0xffffff80086e48c0: add	x29, sp, #0x40
0xffffff80086e48c4: cbz	x21, #0xffffff80086e4908
0xffffff80086e48c8: mov	x0, sp
0xffffff80086e48cc: bl	#0xffffff80086fdd7c
0xffffff80086e48d0: cmp	w0, #1
0xffffff80086e48d4: b.lt	#0xffffff80086e4928
0xffffff80086e48d8: mov	x23, xzr
0xffffff80086e48dc: sxtw	x24, w0
0xffffff80086e48e0: ldr	x8, [sp]
0xffffff80086e48e4: mov	x1, x22
0xffffff80086e48e8: ldr	x8, [x8, x23, lsl #3]
0xffffff80086e48ec: ldr	x0, [x8]
0xffffff80086e48f0: bl	#0xffffff80083b09f0
0xffffff80086e48f4: tbnz	w0, #0, #0xffffff80086e4910
0xffffff80086e48f8: add	x23, x23, #1
0xffffff80086e48fc: cmp	x23, x24
0xffffff80086e4900: b.lt	#0xffffff80086e48e0
0xffffff80086e4904: b	#0xffffff80086e4928
0xffffff80086e4908: mov	x19, #-0x13
0xffffff80086e490c: b	#0xffffff80086e493c
0xffffff80086e4910: ldr	x8, [sp]
0xffffff80086e4914: ldr	x1, [x8, x23, lsl #3]
0xffffff80086e4918: cbz	x1, #0xffffff80086e4928
0xffffff80086e491c: mov	x0, x21
0xffffff80086e4920: bl	#0xffffff80086fdd9c
0xffffff80086e4924: b	#0xffffff80086e493c
0xffffff80086e4928: adrp	x1, #0xffffff8008fcf000
0xffffff80086e492c: add	x1, x1, #0x660
0xffffff80086e4930: mov	x0, x20
0xffffff80086e4934: bl	#0xffffff80084332ac
0xffffff80086e4938: mov	x19, #-0x16
0xffffff80086e493c: adrp	x9, #0xffffff80096d3000
0xffffff80086e4940: ldr	x8, [sp, #8]
0xffffff80086e4944: ldr	x9, [x9, #0xa48]
0xffffff80086e4948: cmp	x9, x8
0xffffff80086e494c: b.ne	#0xffffff80086e496c
0xffffff80086e4950: mov	x0, x19
0xffffff80086e4954: ldp	x29, x30, [sp, #0x40]
0xffffff80086e4958: ldp	x20, x19, [sp, #0x30]
0xffffff80086e495c: ldp	x22, x21, [sp, #0x20]
0xffffff80086e4960: ldp	x24, x23, [sp, #0x10]
0xffffff80086e4964: add	sp, sp, #0x50
0xffffff80086e4968: ret	
0xffffff80086e496c: bl	#0xffffff80080a3ba4
